20001,31,上海市区,上海植物园,5/30/2009,5/30/2009,10,石在水,20
20002,1027,贵州荔波,茂兰喀斯特森林保,8/20/2008,8/30/2008,893,天涯游侠,34
20006,2554,福建厦门,厦门大学本部,5/21/2009,5/21/2009,3136,神的孩子,3
20008,4431,广东信宜,六运,5/20/2009,5/20/2009,2576,afa001,11
20009,1128,北京市区,百望山,5/21/2009,5/21/2009,403,韩冬,3
20010,3999,广东广州,大夫山森林公园,5/17/2009,5/17/2009,3122,博鸟,25
20011,4432,福建福清,东阁华侨农场,1/19/2009,1/21/2009,893,天涯游侠,40
20012,1280,辽宁丹东,锦江山公园,5/20/2009,5/20/2009,878,红隼2,1
20013,3091,湖北武汉,喻家山,5/21/2009,5/21/2009,3244,西坪小农,15
20014,3272,福建福清,江镜华侨农场,1/21/2009,1/21/2009,893,天涯游侠,29
20017,1286,江苏昆山,阳澄湖,5/22/2009,5/22/2009,3413,法老机器,1
20019,1672,四川泸州,大驿坝,7/30/2005,5/22/2009,1257,老农民,277
20020,2129,吉林集安,吉林集安,5/22/2009,5/22/2009,2222,鸭绿江人,7
20021,2812,广东佛山,小塘镇小塘中学,5/22/2009,5/22/2009,2261,guizizi,13
20022,104,北京延庆,野鸭湖,5/22/2009,5/22/2009,2651,Jiang_Borui,25
20024,1128,北京市区,百望山,5/22/2009,5/22/2009,403,韩冬,3
20025,428,浙江杭州,植物园,5/22/2009,5/22/2009,2359,漂泊信天翁,26
20026,4433,安徽芜湖,弋江区马塘镇,5/1/2009,5/23/2009,3336,小土,1
20027,1044,上海崇明,北湖,5/16/2009,5/16/2009,819,有兔爰爰,25
20028,13,上海崇明,东滩保护区,5/16/2009,5/17/2009,819,有兔爰爰,40
20029,3931,北京市区,Xiao Che,5/23/2009,5/23/2009,2651,Jiang_Borui,8
20030,99,北京市区,颐和园,5/23/2009,5/23/2009,2007,枫晰,1
20031,99,北京市区,颐和园,5/17/2009,5/17/2009,2007,枫晰,1
20032,4308,吉林白城,白城林科院,5/23/2009,5/23/2009,2254,太平鸟,10
20033,4434,浙江临安,新桥乡,5/21/2009,5/21/2009,3171,高天流云,2
20034,390,云南丽江,拉市海,11/6/2008,11/6/2008,2576,afa001,23
20035,936,北京市区,北京大学,5/22/2009,5/22/2009,386,大嘴乌鸦,39
20036,936,北京市区,北京大学,5/21/2009,5/21/2009,386,大嘴乌鸦,41
20037,3660,湖北武汉,江夏杨桥湖,5/22/2009,5/22/2009,1356,tornado37,2
20038,4435,云南丽江,万古楼,11/7/2008,11/7/2008,2576,afa001,13
20039,2801,湖北武汉,磨山景区,5/23/2009,5/23/2009,2604,老丢,47
20040,614,云南中甸,松赞林寺,11/4/2008,11/4/2008,2576,afa001,4
20041,643,云南丽江,涑河老村,11/2/2008,11/2/2008,2576,afa001,5
20042,94,河南罗山,董寨保护区,5/16/2009,5/17/2009,48,木森林,66
20043,4436,广东广州,广东迎宾馆,5/17/2009,5/22/2009,792,dianchi,8
20044,948,广东广州,中山纪念堂,5/22/2009,5/22/2009,792,dianchi,3
20045,4437,广西南宁,昆仑镇太昌村,5/23/2009,5/23/2009,2990,广西山雀,27
20046,2801,湖北武汉,磨山景区,5/21/2009,5/21/2009,3244,西坪小农,1
20047,2394,江苏江浦,沿江湿地,5/23/2009,5/23/2009,1077,拙石,36
20048,1264,江苏江浦,老山林场,5/23/2009,5/23/2009,3341,虫@子,47
20049,777,湖北武汉,华中农业大学,5/23/2009,5/24/2009,1909,高山,30
20050,428,浙江杭州,植物园,5/24/2009,5/24/2009,2359,漂泊信天翁,27
20051,3917,四川成都,青龙湖,5/24/2009,5/24/2009,1170,暴走天使,38
20053,395,江西婺源,全县,5/16/2009,5/19/2009,1382,tex314,60
20054,1488,新疆乌鲁木齐,市区,5/24/2009,5/24/2009,1126,河狸,1
20055,305,北京昌平,温榆河,5/24/2009,5/24/2009,3210,rainman,12
20056,428,浙江杭州,植物园,5/24/2009,5/24/2009,3449,老宝,30
20057,3659,北京市区,门头沟小龙门林场,5/23/2009,5/24/2009,2149,小明同学,2
20058,718,湖南望城,湘江沿岸,5/24/2009,5/24/2009,1367,庭草,42
20059,290,广东汕头,牛田洋,5/24/2009,5/24/2009,3199,汕头小高2,25
20060,101,湖北武汉,东湖,5/24/2009,5/24/2009,2449,Rising,36
20062,4288,浙江余杭,五常,5/25/2009,5/25/2009,397,sheen,27
20063,4170,安徽合肥,大蜀山,5/23/2009,5/23/2009,2997,Crusade,39
20064,2801,湖北武汉,磨山景区,5/24/2009,5/24/2009,2604,老丢,3
20065,2760,浙江余杭,北湖草荡,5/24/2009,5/24/2009,1682,qbqb,30
20073,4439,福建福州,永泰葛岭中学,5/23/2009,5/24/2009,3270,福师大观鸟会,47
20074,3917,四川成都,青龙湖,5/25/2009,5/25/2009,1175,MIB,34
20075,2812,广东佛山,小塘镇小塘中学,5/26/2009,5/26/2009,2261,guizizi,2
20076,3759,上海崇明,横沙岛,5/22/2009,5/22/2009,3113,三比索,23
20079,3759,上海崇明,横沙岛,5/24/2009,5/24/2009,3113,三比索,1
20080,1093,上海市区,上海滨江森林公园,5/26/2009,5/26/2009,3113,三比索,2
20081,796,上海市区,长风公园,5/26/2009,5/26/2009,1529,小草,2
20082,4440,云南丽江,机场,5/23/2009,5/23/2009,2000,河溪,2
20083,1329,北京市区,紫竹院公园,5/25/2009,5/25/2009,792,dianchi,9
20084,2002,浙江临安,浙林衣锦校区,5/24/2009,5/24/2009,3171,高天流云,20
20085,607,浙江杭州,浙大紫金港校区,5/26/2009,5/26/2009,2359,漂泊信天翁,16
20086,1380,江苏南京,清凉山公园,5/26/2009,5/26/2009,1772,joelzou,12
20087,3917,四川成都,青龙湖,5/26/2009,5/26/2009,1897,朱雀,39
20088,617,安徽黄山,东黄山,5/26/2009,5/27/2009,4,phd007,40
20089,4129,四川成都,三圣乡-荷塘月色,5/26/2009,5/26/2009,1897,朱雀,16
20090,2688,广西南宁,中兴桥南附近,5/23/2009,5/23/2009,2990,广西山雀,1
20096,1264,江苏江浦,老山林场,5/27/2009,5/27/2009,3152,成心,59
20098,1944,广西南宁,广西民族大学,5/28/2009,5/28/2009,2108,小熊猫,12
20099,975,北京昌平,沙河水库,5/28/2009,5/28/2009,3210,rainman,15
20100,2812,广东佛山,小塘镇小塘中学,5/28/2009,5/28/2009,2284,douzi,3
20101,2812,广东佛山,小塘镇小塘中学,5/28/2009,5/28/2009,2284,douzi,13
20102,2074,福建闽清,黄禇林,5/26/2009,5/26/2009,2920,冰树,17
